Country.,Contract.Phase.,Implementing.Organization.,Fieldwork.,Status.,CAPI.survey,GPS.georeferenced,dhs_cc,dhs_recode_code,survey_id,Recode.Structure.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.questions,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing...DBS,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening.questions,Cervical.cancer.screening.questions,Prostate.cancer.screening.questions,Diabetes.testing,Newborn.care,Service.availability,CAF�.survey,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,HIV.testing...venous.blood,Arm.circumference,Asthma,Basic.material.needs,HIV.testing...RDT,Malaria...DBS,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Sickle.cell..genotype.test.,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,BeginDate,EndDate,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Senegal,DHS-VIII,l’Agence Nationale de la Statistique et de la Démographie (ANSD),June 2018 - January 2019,Completed,1,1,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-01,2019-01-01,214,2018-09-16,2018,2019,2019,
Senegal,DHS-VIII,l’Agence Nationale de la Statistique et de la Démographie (ANSD),June 2018 - December 2018,Completed,1,1,SN,81,580,DHS-VII,1,1,1,1,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-01,2018-12-01,183,2018-09-01,2018,2018,2018,
Senegal,DHS-VIII,l’Agence Nationale de la Statistique et de la Démographie (ANSD),April 2018 - December 2018,Completed,1,1,,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-01,2018-12-01,244,2018-08-01,2018,2018,2018,
Senegal,DHS-VII,Agence Nationale de la Statistique et la Demographie (ANSD),April 2017 - December 2017,Completed,1,1,SN,7Z,534,DHS-VII,1,1,1,,,,,,1,1,,1,1,,,,1,,,,,,,,,,,1,,1,1,,,,1,,,,1,,,1,1,1,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01,2017-12-01,244,2017-08-01,2017,2017,2017,1
Senegal,DHS-VII,Agence Nationale de la Statistique et de la Démographie,March 2017 - December 2017,Completed,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-01,2017-12-01,275,2017-07-17,2017,2017,2017,
Senegal,DHS-VII,Agence Nationale de la Statistique et de la Démographie (ANSD),March 2016 - November 2016,Completed,1,1,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01,2016-11-01,245,2016-07-01,2016,2016,2016,
Senegal,DHS-VII,Agence Nationale de la Statistique et la Demographie (ANSD),January 2016 - October 2016,Completed,1,1,SN,7I,524,DHS-VI,1,1,1,,,,,,1,1,,,1,,,,1,,,,,,,,,,,1,,1,1,,,,1,,,,1,,,1,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-01,2016-10-01,274,2016-05-17,2016,2016,2016,1
Senegal,DHS-VII,Agence Nationale de la Statistique et la Demographie (ANSD),January 2015 - October 2015,Completed,1,1,SN,7H,489,DHS-VI,1,1,1,,,,,,1,1,,,1,,,,1,,,,,,,,,,,1,,1,,,,,1,,,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,2015-10-01,273,2015-05-17,2015,2015,2015,1
Senegal,DHS-VII,Agence Nationale de la Statistique et de la Démographie (ANSD),January 2015 - October 2015,Completed,1,1,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-01,2015-10-01,273,2015-05-17,2015,2015,2015,
Senegal,DHS-VII,National Agency of Statistics and Demography (Agence Nationale de la Statistique et la Démographie- ANSD),January 2014 - October 2014,Completed,1,1,SN,70,457,DHS-VI,1,1,1,,,,,,1,1,,,1,1,,1,1,,1,1,,,,,,,,,,1,1,,,,1,,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01,2014-10-01,273,2014-05-17,2014,2014,2014,
Senegal,DHS-VII,National Agency of Statistics and Demography (Agence Nationale de la Statistique et la Démographie- ANSD),January 2014 - October 2014,Completed,1,1,,,458,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01,2014-10-01,273,2014-05-17,2014,2014,2014,
Senegal,DHS-VI,National Agency of Statistics and Demography (Agence Nationale de la Statistique et la Démographie- ANSD),September 2012 - June 2013,Completed,1,1,SN,6D,423,DHS-VI,1,1,1,,,,,,1,1,,,,1,,1,1,,1,1,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-01,2013-06-01,273,2013-01-15,2012,2013,2013,1
Senegal,DHS-VI,l’Agence Nationale de la Statistique et de la Démographie (ANSD) avec la collaboration du Ministère de la Santé et de l’Action Sociale (MSAS),November 2012 - July 2013,Completed,1,1,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-01,2013-07-01,242,2013-03-02,2012,2013,2013,
Senegal,DHS-VI,Agence Nationale de la Statistique et de la Démographie (ANSD),October 2010 - April 2011,Completed,1,1,SN,61,365,DHS-VI,1,1,1,,,1,1,1,1,1,,1,1,1,,,1,,1,1,,,,,,,,,,1,1,,1,,1,1,,1,1,,,1,1,1,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-01,2011-04-01,182,2010-12-31,2010,2011,2011,1
Senegal,DHS-V,"Ministère de la Santé, de la Prévention et de l'Hygiène Publique Centre de Recherche pour le Développement Humain",December 2008 - January 2009,Completed,,1,SN,5A,338,DHS-V,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-01,2009-01-01,31,2008-12-17,2008,2009,2009,1
Senegal,DHS-V,Centre de Recherche pour le Développement Humain (CRDH),November 2006 - December 2006,Completed,,,SN,51,293,DHS-V,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-01,2006-12-01,30,2006-11-16,2006,2006,2006,1
Senegal,DHS-IV,"Ministère de la Santé et de la Prévention Médicale, Centre de Recherche pour le Développement Humain (CRDH)",February 2005 - May 2005,Completed,,1,SN,4A,233,DHS-IV,1,1,1,,,,,1,1,1,,1,1,,1,,1,,,1,,1,,,,,,,,1,1,,,,1,,,1,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-01,2005-05-01,89,2005-03-17,2005,2005,2005,1
Senegal,DHS-IV,Services d'Études et de Recherche pour le Développement Humain en Afrique (SERDHA),October 1999 - December 1999,Completed,,,SN,41,166,"",,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-01,1999-12-01,61,1999-10-31,1999,1999,1999,
Senegal,DHS-III,"Ministère de l'Économie, des Finances et du Plan",January 1997 - April 1997,Completed,,1,SN,32,81,DHS-II,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-01,1997-04-01,90,1997-02-15,1997,1997,1997,1
Senegal,DHS-II,"Ministère de l'Économie, des Finances et du Plan Direction de la Prévision et de la Statistique",November 1992 - August 1993,Completed,,1,SN,21,46,DHS-II,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-11-01,1993-08-01,273,1993-03-17,1992,1993,1993,
Senegal,DHS-I,Ministere de l’Economie et des Finances,April 1986 - July 1986,Completed,,,SN,02,3,DHS-I,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-04-01,1986-07-01,91,1986-05-17,1986,1986,1986,
Sierra Leone,DHS-VII,Statistics Sierra Leone,May 2019 - August 2019,Completed,1,1,SL,7A,545,DHS-VII,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01,2019-08-01,92,2019-06-16,2019,2019,2019,1
Sierra Leone,DHS-VII,Catholic Relief Services (CRS),July 2016 - August 2016,Completed,1,1,SL,71,515,DHS-VII,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-01,2016-08-01,31,2016-07-17,2016,2016,2016,1
Sierra Leone,DHS-VI,Statistics Sierra Leone (SSL),February 2013 - March 2013,Completed,1,1,,,448,"",,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-01,2013-03-01,28,2013-02-15,2013,2013,2013,1
Sierra Leone,DHS-VI,Statistics Sierra Leone (SSL),June 2013 - October 2013,Completed,,1,SL,61,450,DHS-VI,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,,1,1,,1,,,,,,,,1,1,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-01,2013-10-01,122,2013-08-01,2013,2013,2013,1
Sierra Leone,DHS-V,Statistics Sierra Leone,April 2008 - June 2008,Completed,,1,SL,51,324,DHS-V,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,,,,,,,,1,1,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-01,2008-06-01,61,2008-05-01,2008,2008,2008,1
South Africa,DHS-VII,Statistics South Africa (STATS SA),June 2016 - November 2016,Completed,1,1,ZA,71,390,DHS-VII,,1,1,1,1,,,1,1,,1,1,1,,,,1,1,,1,1,1,,,,,,,,1,1,1,1,1,,1,1,,,,,,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-01,2016-11-01,153,2016-08-16,2016,2016,2016,1
South Africa,DHS-IV,Department of Health,October 2003 - August 2004,Completed,,1,,,242,"",,,1,1,,,1,1,,1,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-01,2004-08-01,305,2004-03-01,2003,2004,2004,1
South Africa,DHS-III,Department of Health/Medical Research Council,January 1998 - September 1998,Completed,,,ZA,33,113,DHS-III,,,1,1,,,1,1,,,,1,,1,1,,1,1,,1,,1,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-01,1998-09-01,243,1998-05-03,1998,1998,1998,1
Sri Lanka,DHS-IV,Department of Census and Statistics,September 2006 - October 2007,Completed,,1,,,315,"",1,1,1,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-01,2007-10-01,395,2007-03-18,2006,2007,2007,1
Sri Lanka,DHS-I,Department of Census and Statistics /Ministry of Plan Implementation,January 1987 - March 1987,Completed,,,LK,02,19,DHS-I,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-01-01,1987-03-01,59,1987-01-31,1987,1987,1987,
Sudan,DHS-I,"Department of Statistics, Ministry of Finance and Economic Planning",November 1989 - May 1990,Completed,,,SD,02,29,DHS-I,,,1,,,,,,,,,1,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-11-01,1990-05-01,181,1990-01-30,1989,1990,1990,
Tajikistan,DHS-VII,Agency on Statistics under President of the Republic of Tajikistan,August 2017 - November 2017,Completed,1,,TJ,71,521,DHS-VII,1,1,1,1,1,,1,1,1,,,,,1,,1,1,,,1,1,,,,1,,1,1,,1,1,1,1,1,,1,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01,2017-11-01,92,2017-09-16,2017,2017,2017,1
Tajikistan,DHS-VI,Statistical Agency under President of the Republic of Tajikistan,July 2012 - September 2012,Completed,,1,TJ,61,384,DHS-VI,1,1,1,1,,,1,1,1,,,,,1,1,,1,1,1,1,1,1,,,,,1,,,,1,,1,,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-01,2012-09-01,62,2012-08-01,2012,2012,2012,1
Tanzania,DHS-VII,The Tanzania National Bureau of Statistics,October 2017 - December 2017,Completed,1,1,TZ,7I,529,DHS-VII,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,2017-12-01,61,2017-10-31,2017,2017,2017,1
Tanzania,DHS-VII,National Bureau of Statistics (NBS),August 2015 - February 2016,Completed,,1,TZ,7B,485,DHS-VII,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,,1,,1,1,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2015-08-01,2016-02-01,184,2015-11-01,2015,2016,2016,1
Tanzania,DHS-VII,"Tanzania National Bureau of Statistics, (NBS) and Zanzibar Office of Chief Government Statistician (OCGS), in collaboration with the Ministry of Health and Social Welfare (MOHSW)",October 2014 - March 2015,Completed,1,1,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-01,2015-03-01,151,2014-12-16,2014,2015,2015,
Tanzania,DHS-VI,National Bureau of Statistics,December 2011 - May 2012,Completed,,1,TZ,6A,393,DHS-VI,1,,1,,,,1,1,,1,1,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2011-12-01,2012-05-01,152,2012-02-15,2011,2012,2012,1
Tanzania,DHS-VI,National Bureau of Statistics,December 2009 - May 2010,Completed,,1,TZ,63,345,DHS-V,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,,,,,1,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,2009-12-01,2010-05-01,151,2010-02-15,2009,2010,2010,1
Tanzania,DHS-V,National Bureau of Statistics (NBS),October 2007 - February 2008,Completed,,1,TZ,51,304,DHS-V,1,,1,,,,1,1,,1,1,,1,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2007-10-01,2008-02-01,123,2007-12-02,2007,2008,2008,1
Tanzania,DHS-V,National Bureau of Statistics,April 2006 - August 2006,Completed,,,,,269,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-01,2006-08-01,122,2006-06-01,2006,2006,2006,
Tanzania,DHS-IV,National Bureau of Statistics (NBS),October 2004 - February 2005,Completed,,,TZ,4I,253,DHS-IV,1,1,1,,,,1,1,1,1,,1,1,,1,1,1,,,1,,1,,,,,,,,1,1,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-01,2005-02-01,123,2004-12-02,2004,2005,2005,1
Tanzania,DHS-IV,National Bureau of Statistics,December 2003 - March 2004,Completed,,1,TZ,4A,234,DHS-V,,,1,,,,1,1,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2003-12-01,2004-03-01,91,2004-01-16,2003,2004,2004,1
Tanzania,DHS-IV,Nat. Bureau of Statistics,September 1999 - November 1999,Completed,,1,TZ,41,167,DHS-IV,1,,,,,,1,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-09-01,1999-11-01,61,1999-10-01,1999,1999,1999,1
Tanzania,DHS-III,"Bureau of Statistics, Planning Commission",July 1996 - November 1996,Completed,,1,TZ,3A,82,DHS-III,,,,,,,1,1,,,,1,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-01,1996-11-01,123,1996-09-01,1996,1996,1996,1
Tanzania,DHS-III,"Bureau of Statistics, Planning Comm.",June 1995 - October 1995,Completed,,,,,78,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-01,1995-10-01,122,1995-08-01,1995,1995,1995,
Tanzania,DHS-III,"Bureau of Statistics, Planning Comm.",July 1994 - September 1994,Completed,,,TZ,31,67,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-07-01,1994-09-01,62,1994-08-01,1994,1994,1994,
Tanzania,DHS-II,"Bureau of Statistics, Planning Commission",October 1991 - March 1992,Completed,,,TZ,21,41,DHS-II,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,1992-03-01,152,1991-12-16,1991,1992,1992,
Thailand,DHS-I,"Institute of Population Studies, Chulalongkorn University",March 1987 - June 1987,Completed,,,TH,01,13,DHS-I,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-03-01,1987-06-01,92,1987-04-16,1987,1987,1987,
Timor-Leste,DHS-VII,The General Directorate of Statistics (GDS),September 2016 - December 2016,Completed,1,1,TL,71,514,DHS-VII,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,,1,,,,,1,1,,1,,,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2016-09-01,2016-12-01,91,2016-10-17,2016,2016,2016,1
Timor-Leste,DHS-VI,Research of the National Statistics Directorate of the Ministry of Finance,August 2009 - February 2010,Completed,,1,TL,61,340,DHS-V,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-01,2010-02-01,184,2009-11-01,2009,2010,2010,1
Togo,DHS-VII,Institut National de la Statistique et des Etudes Economiques et Démographiques (INSEED),October 2017 - November 2017,Completed,1,,TG,71,497,DHS-VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,2017-11-01,31,2017-10-17,2017,2017,2017,1
Togo,DHS-VI,General Directorate of Statistics and National Accounting (DGSCN),November 2013 - April 2014,Completed,,1,TG,61,328,DHS-VI,,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,,,,,,,1,1,,,1,1,,,1,1,,,1,1,1,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-01,2014-04-01,151,2014-01-16,2013,2014,2014,1
Togo,DHS-III,Direction de la Statistique,February 1998 - May 1998,Completed,,1,TG,31,114,DHS-III,,,,,,,1,1,1,,,1,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-01,1998-05-01,89,1998-03-17,1998,1998,1998,1
Togo,DHS-I,"Unité de Recherches Démographiques, Direction de Statistiques, Direction Générale de la Santé, Office National de la Famille et de la Population",June 1988 - November 1988,Completed,,1,TG,01,22,DHS-I,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-06-01,1988-11-01,153,1988-08-16,1988,1988,1988,
Trinidad and Tobago,DHS-I,Family Planning Association,May 1987 - August 1987,Completed,,,TT,01,18,DHS-I,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-05-01,1987-08-01,92,1987-06-16,1987,1987,1987,
Tunisia,DHS-I,Office National de la Famille et de la Population,June 1988 - October 1988,Completed,,,TN,02,26,DHS-I,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-06-01,1988-10-01,122,1988-08-01,1988,1988,1988,
Turkey,DHS-VI,Hacettepe University Institute of Population Studies,September 2013 - January 2014,Completed,,,TR,62,486,DHS-VI,1,1,,,,,,,,,,,,1,1,,1,,,1,1,,,1,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-01,2014-01-01,122,2013-11-01,2013,2014,2014,
Turkey,DHS-V,Hacettepe University Institute of Population Studies,October 2008 - December 2008,Completed,,,TR,51,547,DHS-V,1,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-01,2008-12-01,61,2008-10-31,2008,2008,2008,1
Turkey,DHS-IV,"Hacettepe University, Institute of Population Studies",December 2003 - May 2004,Completed,,,TR,4A,326,DHS-IV,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-01,2004-05-01,152,2004-02-15,2003,2004,2004,
Turkey,DHS-IV,"Hacettepe University, Institute of Population Studies",August 1998 - November 1998,Completed,,,TR,41,168,DHS-III,,1,,,,,,1,,,,,1,,1,,,,,1,1,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-01,1998-11-01,92,1998-09-16,1998,1998,1998,1
Turkey,DHS-III,Hacettepe University Inst. of Pop. Studies/Min. of Health,August 1993 - October 1993,Completed,,,TR,31,60,DHS-II,,1,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-01,1993-10-01,61,1993-08-31,1993,1993,1993,1
Turkmenistan,DHS-IV,Maternal and Child Health Center/Ministry of Health/Medical Industry of Turkmenistan (MCH/MOH and MIT),July 2000 - October 2000,Completed,,,,,179,DHS-IV,,1,1,1,,,,1,1,,,,,1,1,,1,1,1,1,1,1,,,,,1,,,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-01,2000-10-01,92,2000-08-16,2000,2000,2000,1
Uganda,DHS-VII,The Uganda Bureau of Statistics (UBOS) and National Malaria Control Programme (NMCP),December 2018 - February 2019,Completed,1,1,UG,7I,549,DHS-VII,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-01,2019-02-01,62,2019-01-01,2018,2019,2019,1
Uganda,DHS-VII,Uganda Bureau of Statistics (UBOS),June 2016 - December 2016,Completed,1,1,UG,7B,504,DHS-VII,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,,1,,,,,1,,,,,1,1,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2016-06-01,2016-12-01,183,2016-09-01,2016,2016,2016,1
