iso3_flat,crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected,mon,year,Total.PiN,check,country_flat,income,region,population,seq,full.parent,Adjusted.PiN,crisis_category
SEN,SEN002,Drought in Senegal,Drought,Country,Yes,Individual,Drought,SEN,Senegal,Africa,13.52,2.68,0.5,0.01,0,2.8,80.9,16,3,0.1,0,2,2.4,Jan,2021,0.51,100,Senegal,Low income,Sub-Saharan Africa,16743930,1,FALSE,0.51,Physical
SLV,SLV001,Complex crisis in El Salvador,Complex crisis,Country,Yes,Individual,Complex crisis,SLV,El Salvador,Americas,5.3,0.76,0.55,0.1,0,3,79.1,11.3,8.2,1.4,0,3,3,Jan,2021,0.65,100,El Salvador,Lower middle income,Latin America & Caribbean,6486201,1,FALSE,0.65,Complex
SOM,SOM001,Complex crisis in Somalia,Complex crisis,Country,Yes,Individual,Complex crisis,SOM,Somalia,Africa,7.21,3.01,1.71,0.4,0,3.9,58.6,24.5,13.9,3.3,0,3,3.5,Jan,2021,2.11,100.3,Somalia,Low income,Sub-Saharan Africa,15893219,1,FALSE,1.45,Complex
SOM,SOM002,Mixed Migration Flows in Somalia,International displacement,Country,No,Individual,Mixed Migration,SOM,Somalia,Africa,1.23,0,0,0.03,0,0.9,97.3,0,0.2,2.7,0,1,1,Jan,2021,0.03,100.2,Somalia,Low income,Sub-Saharan Africa,15893219,2,FALSE,0.03,Displacement
SOM,SOM004,Floods in Somalia,Flood,Country,No,Individual,Floods,SOM,Somalia,Africa,9.93,0.11,0.63,0,0,3,93.1,1,5.9,0,0,3,3,Jan,2021,0.63,100,Somalia,Low income,Sub-Saharan Africa,15893219,3,FALSE,0.63,Physical
SSD,SSD001,Complex crisis in South Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SSD,South Sudan,Africa,0,3.4,4.47,3.83,0,4.9,0,29.1,38.3,32.8,0,4,4.5,Feb,2021,8.3,100.2,South Sudan,Low income,Sub-Saharan Africa,11193729,1,FALSE,8.3,Complex
SWZ,SWZ001,Food Security Crisis in Eswatini,Food Security,Country,Yes,Individual,Food Security Crisis,SWZ,Eswatini,Africa,0.38,0.39,0.31,0.06,0,2.6,33.5,34,27.1,5.3,0,4,3.3,Jan,2021,0.37,99.9,Eswatini,Lower middle income,Sub-Saharan Africa,1160164,1,FALSE,0.37,Physical
SYR,SYR001,Syrian conflict,Complex crisis,Country,Yes,Individual,Conflict,SYR,Syria,Middle east,0,4.1,0.03,7.38,5.99,5,0,23.4,0.2,42.2,34.2,5,5,Feb,2021,13.4,100,Syria,Low income,Middle East & North Africa,17500657,1,FALSE,13.4,Complex
TCD,TCD001,Complex crisis in Chad,Multiple crises country,Country,Yes,Aggregated,Complex crisis,TCD,Chad,Africa,9.18,1.21,4.74,1.47,0.19,4.7,54.7,7.2,28.2,8.8,1.1,4,4.4,Jan,2021,6.4,100,Chad,Low income,Sub-Saharan Africa,16425859,1,FALSE,3.61,Complex
TCD,TCD003,Boko Haram in Chad,Conflict,Country,No,Individual,Boko Haram ,TCD,Chad,Africa,0,0.32,0.1,0.15,0.12,2.6,0,46.4,14.3,21.4,17.8,5,3.8,Jan,2021,0.37,99.9,Chad,Low income,Sub-Saharan Africa,16425859,2,FALSE,0.37,Conflict
TCD,TCD004,CAR refugees in Chad,International displacement,Country,No,Individual,CAR refugees,TCD,Chad,Africa,3.45,0,0.74,0.26,0,3.3,77.5,0,16.7,5.9,0,4,3.7,Jan,2021,1,100.1,Chad,Low income,Sub-Saharan Africa,16425859,3,FALSE,1,Displacement
TCD,TCD005,Darfur refugees in Chad,International displacement,Country,No,Individual,Darfur refugees,TCD,Chad,Africa,1.45,0,0.69,0.43,0,3.4,56.4,0,26.9,16.6,0,4,3.7,Jan,2021,1.12,99.9,Chad,Low income,Sub-Saharan Africa,16425859,4,FALSE,1.12,Displacement
TCD,TCD006,Tibesti Conflict in Chad,Conflict,Country,No,Individual,Tibesti conflict,TCD,Chad,Africa,0,0.02,0.01,0.01,0,0.4,0,52.6,28.9,15.8,2.6,4,2.2,Jan,2021,0.02,99.9,Chad,Low income,Sub-Saharan Africa,16425859,5,FALSE,0.02,Conflict
TCD,TCD008,Floods in Chad,Flood,Country,No,Individual,Floods,TCD,Chad,Africa,15.98,0.11,0.28,0,0,2.4,97.6,0.7,1.7,0,0,1,1.7,Jan,2021,0.28,100,Chad,Low income,Sub-Saharan Africa,16425859,6,FALSE,0.28,Physical
THA,THA001,Multiple situations in Thailand,Multiple crises country,Country,Yes,Aggregated,Country level,THA,Thailand,Asia,3.46,0,0.09,0,0,1.6,97.4,0,2.6,0,0,1,1.3,Jan,2021,0.09,100,Thailand,Upper middle income,East Asia & Pacific,69799978,1,TRUE,0.09,Complex
THA,THA002,Conflict in southern Thailand ,Conflict,Country,No,Individual,Conflict,THA,Thailand,Asia,,,,,,,,,,,,,,Jan,2021,0,0,Thailand,Upper middle income,East Asia & Pacific,69799978,2,TRUE,0,Conflict
THA,THA003,Myanmar refugees in Thailand,International displacement,Country,No,Individual,Refugees,THA,Thailand,Asia,0,0,0.09,0,0,1.6,0,0,100,0,0,3,2.3,Jan,2021,0.09,100,Thailand,Upper middle income,East Asia & Pacific,69799978,3,TRUE,0.09,Displacement
TTO,TTO002,Venezuelan refugees in Trinidad and Tobago,International displacement,Country,Yes,Individual,Venezuelan refugees,TTO,Trinidad and Tobago,Americas,1.4,0,0.06,0,0,1.3,96.2,0,4.1,0,0,1,1.2,Jan,2021,0.06,100.3,Trinidad and Tobago,High income,Latin America & Caribbean,1399491,1,FALSE,0.06,Displacement
TUN,TUN002,Mixed migration flows in Tunisia,International displacement,Country,Yes,Individual,Mixed Migration,TUN,Tunisia,Africa,,,,,,,,,,,,,,Jan,2021,0,0,Tunisia,Lower middle income,Middle East & North Africa,11818618,1,TRUE,0,Displacement
TUR,TUR001,Complex situation in Turkey,Multiple crises country,Country,Yes,Aggregated,Country level,TUR,Turkey,Middle east,47.84,3.55,1.64,0.59,0,3.9,89.2,6.6,3.1,1.1,0,2,3,Jan,2021,2.23,100,Turkey,Upper middle income,Europe & Central Asia,84339067,1,TRUE,2.23,Complex
TUR,TUR002,Syrian Refugees in Turkey,International displacement,Country,No,Individual,Syrian refugees,TUR,Turkey,Middle east,30.71,3.55,1.64,0.26,0,3.8,84.9,9.8,4.5,0.7,0,3,3.4,Jan,2021,1.9,99.9,Turkey,Upper middle income,Europe & Central Asia,84339067,2,TRUE,1.9,Displacement
TUR,TUR003,Mixed Migration Flows in Turkey,International displacement,Country,No,Individual,Mixed Migration,TUR,Turkey,Middle east,31.85,3.55,1.64,0.59,0,3.9,84.7,9.4,4.4,1.6,0,3,3.5,Jan,2021,2.23,100.1,Turkey,Upper middle income,Europe & Central Asia,84339067,3,TRUE,2.23,Displacement
TUR,TUR004,Kurdish Conflict,Conflict,Country,No,Individual,Kurdish conflict,TUR,Turkey,Middle east,,,,,,,,,,,,,,Jan,2021,0,0,Turkey,Upper middle income,Europe & Central Asia,84339067,4,TRUE,0,Conflict
TZA,TZA002,International Displacement in Tanzania,International displacement,Country,Yes,Individual,Refugees,TZA,Tanzania,Africa,11.1,0,0.29,0,0,2.4,97.5,0,2.5,0,0,1,1.7,Jan,2021,0.29,100,Tanzania,Low income,Sub-Saharan Africa,59734213,1,FALSE,0.29,Displacement
UGA,UGA001,Multiple crises in Uganda,Multiple crises country,Country,Yes,Aggregated,Country level,UGA,Uganda,Africa,9.66,3.29,1.53,0,0,3.6,66.7,22.7,10.6,0,0,3,3.3,Jan,2021,1.53,100,Uganda,Low income,Sub-Saharan Africa,45741000,1,FALSE,0.1,Complex
UGA,UGA005,International Displacement in Uganda,International displacement,Country,No,Individual,Refugees,UGA,Uganda,Africa,6.01,0,1.43,0,0,3.6,80.8,0,19.2,0,0,3,3.3,Jan,2021,1.43,100,Uganda,Low income,Sub-Saharan Africa,45741000,2,FALSE,1.43,Displacement
UKR,UKR002,Conflict in Ukraine,Conflict,Country,Yes,Individual,Conflict,UKR,Ukraine,Europe,0.91,2,2.44,0.96,0,4.2,14.4,31.7,38.7,15.2,0,4,4.1,Jan,2021,3.4,100,Ukraine,Lower middle income,Europe & Central Asia,43733759,1,FALSE,3.4,Conflict
VEN,VEN001,Complex crisis in Venezuela,Complex crisis,Country,Yes,Individual,Complex crisis,VEN,Venezuela,Americas,0,12.61,14.8,0,0,5,0,46,54,0,0,3,4,Jan,2021,14.8,100,Venezuela,Upper middle income,Latin America & Caribbean,28435943,1,FALSE,14.8,Complex
VNM,VNM002,Floods in central Vietnam,Flood,Country,Yes,Individual,Floods in central Vietnam,VNM,Vietnam,Asia,6.2,0.5,1,0,0,3.3,80.5,6.5,13,0,0,3,3.2,Feb,2021,1,100,Vietnam,Lower middle income,East Asia & Pacific,97338583,1,FALSE,1,Physical
VUT,VUT002,Cyclone Harold in Vanuatu,Tropical cyclone,Country,No,Individual,Cyclone Harold,VUT,Vanuatu,Pacific,0.08,0.03,0.12,0,0,1.8,32.5,14.3,53.2,0,0,3,2.4,Jan,2021,0.12,100,Vanuatu,Lower middle income,East Asia & Pacific,307150,1,FALSE,0.12,Physical
YEM,YEM001,Conflict in Yemen,Complex crisis,Country,Yes,Individual,Complex crisis,YEM,Yemen,Middle east,0,6.34,9.8,14.3,0.06,5,0,20.8,32.1,46.9,0.2,4,4.5,Jan,2021,24.16,100,Yemen,Low income,Middle East & North Africa,29825968,1,FALSE,23.73,Complex
YEM,YEM002,Mixed migration flows in Yemen,International displacement,Country,No,Individual,Mixed Migration,YEM,Yemen,Middle east,3.87,0,0.25,0.18,0,2.7,95.1,0,6,4.3,0,3,2.9,Jan,2021,0.43,105.4,Yemen,Low income,Middle East & North Africa,29825968,2,FALSE,0.43,Displacement
ZMB,ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,2.53,2.39,1.65,0.03,0,3.7,36.7,34.6,24,0.5,0,3,3.4,Jan,2021,1.68,95.8,Zambia,Lower middle income,Sub-Saharan Africa,18383956,1,FALSE,1.68,Physical
ZWE,ZWE001,Complex crisis in Zimbabwe,Complex crisis,Country,Yes,Individual,Complex crisis,ZWE,Zimbabwe,Africa,7.85,0,6.8,0,0,4.7,53.6,0,46.4,0,0,3,3.9,Jan,2021,6.8,100,Zimbabwe,Low income,Sub-Saharan Africa,14862927,1,FALSE,6.8,Complex
